YES;;;EDC;BT-2-0;;4;1..1;Date, format;;"Only value ""102""";;"Only value ""102""";Code;1..1;1..1;"/rsm:CrossIndustryInvoice
/rsm:ExchangedDocument
/ram:IssueDateTime
/udt:DateTimeString

/@format";/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IssueDateTime/udt:DateTimeString/@format;C;A;0..1;;"Only value ""102""";;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;MINIMUM;MINIMUM;;/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IssueDateTime/udt:DateTimeString;/@format;1;
NO;;;EDC;BG-1;BG-1;2;0..n;INVOICE NOTE;A group of business terms providing textual notes that are relevant for the invoice, together with an indication of the note subject.;;;;;0..n;0..n;"/rsm:CrossIndustryInvoice
/rsm:ExchangedDocument

/ram:IncludedNote";/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IncludedNote;;G;0..n;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC WL;BASIC WL;;/rsm:CrossIndustryInvoice/rsm:ExchangedDocument;/ram:IncludedNote;1;
YES;;Card extended 0..1 for Content Code;EDC;BT-22;BT-22;3;1..1;Invoice note;A textual note that gives unstructured information that is relevant to the Invoice as a whole.;Such as the reason for any correction or assignment note in case the invoice has been factored.;;;Text;1..1;0..1;"/rsm:CrossIndustryInvoice
/rsm:ExchangedDocument
/ram:IncludedNote

/ram:Content";/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IncludedNote/ram:Content;T;E;0..n;CAR-3;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC WL;BASIC WL;;/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IncludedNote;/ram:Content;1;
YES;;;EDC;BT-21;BT-21;3;0..1;Invoice note subject code;The subject of the textual note in BT-22.;To be chosen from the entries in UNTDID 4451 [6].;"Among the list, the following codes can be used:
AAI: General Information
SUR: Supplier Notes
REG: Regulatory information
ABL: Legal Information
TXD: Tax Information
CUS: Customs Information";;Code;0..1;0..1;"/rsm:CrossIndustryInvoice
/rsm:ExchangedDocument
/ram:IncludedNote

/ram:SubjectCode";/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IncludedNote/ram:SubjectCode;C;E;0..n;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC WL;BASIC WL;;/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IncludedNote;/ram:SubjectCode;1;
NO;;;SCT;BG-25-00;;1;1..1;SUPPLY CHAIN TRADE TRANSACTION;;;;;;1..1;1..1;"/rsm:CrossIndustryInvoice

/rsm:SupplyChainTradeTransaction";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction;;G;1..1;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;MINIMUM;MINIMUM;;/rsm:CrossIndustryInvoice;/rsm:SupplyChainTradeTransaction;0;
NO;;;SCT_LINE;BG-25;BG-25;2;1..n;INVOICE LINE;A group of business terms providing information on individual Invoice lines.;;;BR-16: An Invoice shall have at least one Invoice line (BG-25).;;1..n;1..n;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction

/ram:IncludedSupplyChainTradeLineItem";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem;;G;0..n;CAR-2;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC;BASIC;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction;/ram:IncludedSupplyChainTradeLineItem;1;
NO;;;SCT_LINE;BT-126-00;;3;1..1;ASSOCIATED LINE DOCUMENT;;;;;;1..1;1..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem

/ram:AssociatedDocumentLineDocument";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument;;;0..1;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC;BASIC;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem;/ram:AssociatedDocumentLineDocument;1;
YES;;;SCT_LINE;BT-126;BT-126;4;1..1;Invoice line identifier;A unique identifier for the individual line within the Invoice.;;;BR-21: Each   Invoice   line   (BG-25)   shall   have   an   Invoice   line identifier (BT-126).;Identifier;1..1;1..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:AssociatedDocumentLineDocument

/ram:LineID";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:LineID;I;E;0..1;CAR-2;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC;BASIC;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument;/ram:LineID;1;
NO;;;SCT_LINE;BT-127-00;BT-127-00;4;0..1;INVOICE LINE NOTE;Detailed information about the free text of the line item;;;;;0..1;0..n;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:AssociatedDocumentLineDocument

/ram:IncludedNote";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:IncludedNote;;;0..n;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC;BASIC;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument;/ram:IncludedNote;1;
YES;;Card extended 0..1 for Content Code;SCT_LINE;BT-127;BT-127;5;0..1;Invoice line note;A textual note that gives unstructured information that is relevant to the Invoice line.;;;;Text;1..1;0..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:AssociatedDocumentLineDocument
/ram:IncludedNote

/ram:Content";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:IncludedNote/ram:Content;T;E;0..n;CAR-3;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC;BASIC;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:IncludedNote;/ram:Content;1;
NO;;;SCT_LINE;BG-31;BG-31;3;1..1;ITEM INFORMATION;A group of business terms providing information about the goods and services invoiced.;;;;;1..1;1..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem

/ram:SpecifiedTradeProduct";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct;;G;0..1;CAR-2;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC;BASIC;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem;/ram:SpecifiedTradeProduct;1;
YES;;;SCT_LINE;BT-157;BT-157;4;0..1;Item standard identifier;An item identifier based on a registered scheme.;;CHORUSPRO: this field is limited to 40 characters;BR-64: The Item standard identifier (BT-157) shall have a Scheme identifier;Identifier;0..1;0..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct

/ram:GlobalID";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:GlobalID;I;E;0..1;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC;BASIC;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct;/ram:GlobalID;1;
YES;;;SCT_LINE;BT-157-1;BT-157-1;5;1..1;Scheme identifier;The identification scheme identifier of the Item standard identifier;The identification scheme shall be identified from the entries of the list published by the ISO/IEC 6523 maintenance agency.;;;String;1..1;1..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct
/ram:GlobalID

/@schemeID";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:GlobalID/@schemeID;S;A;0..1;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC;BASIC;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:GlobalID;/@schemeID;1;
YES;;;SCT_LINE;BT-155;BT-155;4;0..1;Item Seller's identifier;An identifier, assigned by the Seller, for the item.;;;;Identifier;0..1;0..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct

/ram:SellerAssignedID";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:SellerAssignedID;I;E;0..1;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct;/ram:SellerAssignedID;1;
YES;;;SCT_LINE;BT-156;BT-156;4;0..1;Item Buyer's identifier;An identifier, assigned by the Buyer, for the item.;;;;Identifier;0..1;0..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct

/ram:BuyerAssignedID";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:BuyerAssignedID;I;E;0..1;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct;/ram:BuyerAssignedID;1;
YES;;;SCT_LINE;BT-153;BT-153;4;1..1;Item name;A name for an item.;;;BR-25: Each Invoice line (BG-25) shall contain the Item name (BT- 153).;Text;1..1;1..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct

/ram:Name";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:Name;T;E;0..n;CAR-2, CAR-3;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;BASIC;BASIC;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct;/ram:Name;1;
YES;;;SCT_LINE;BT-154;BT-154;4;0..1;Item description;A description for an item.;The Item description allows for describing the item and its features in more detail than the Item name.;;;Text;0..1;0..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct

/ram:Description";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:Description;T;E;0..n;CAR-3;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct;/ram:Description;1;
NO;;;SCT_LINE;BG-32;BG-32;4;0..n;ITEM ATTRIBUTES;A group of business terms providing information about properties of the goods and services invoiced.;;;;;0..n;0..n;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct

/ram:ApplicableProductCharacteristic";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic;;G;0..n;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct;/ram:ApplicableProductCharacteristic;1;
YES;;;SCT_LINE;BT-160;BT-160;5;1..1;Item attribute name;The name of the attribute or property of the item.;"Such as ""Colour"".";;BR-54: Each Item attribute (BG-32) shall contain an Item attribute name (BT-160) and an Item attribute value (BT-161).;Text;1..1;1..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct
/ram:ApplicableProductCharacteristic

/ram:Description";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic/ram:Description;T;E;0..n;CAR-2, CAR-3;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic;/ram:Description;1;
YES;;;SCT_LINE;BT-161;BT-161;5;1..1;Item attribute value;The value of the attribute or property of the item.;"Such as ""Red"".";;"BR-54: Each Item attribute (BG-32) shall contain an Item attribute name (BT-160) and an Item attribute value (BT-161).

";Text;1..1;1..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct
/ram:ApplicableProductCharacteristic

/ram:Value";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic/ram:Value;T;E;0..n;SYN-2, CAR-2, CAR-3;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic;/ram:Value;1;
NO;;;SCT_LINE;BT-158-00;;4;0..n;(ITEM CLASSIFICATION IDENTIFIER);;;;;;0..n;0..n;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct

/ram:DesignatedProductClassification";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification;;;0..n;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct;/ram:DesignatedProductClassification;1;
YES;;;SCT_LINE;BT-158;BT-158;5;0..n;Item classification identifier;A code for classifying the item by its type or nature.;Classification codes are used to allow grouping of similar items for a various purposes e.g. public procurement (CPV), e-Commerce (UNSPSC) etc.;;BR-65: The   Item   classification   identifier   (BT-158)   shall   have   a Scheme identifier;Identifier;0..1;0..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct
/ram:DesignatedProductClassification

/ram:ClassCode";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode;I;E;0..1;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification;/ram:ClassCode;1;
YES;;;SCT_LINE;BT-158-1;BT-158-1;6;1..1;Scheme identifier;The identification scheme identifier of the Item classification identifier;The identification scheme shall be chosen from the entries in UNTDID 7143 [6].;;;String;1..1;1..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct
/ram:DesignatedProductClassification
/ram:ClassCode

/@listID";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode/@listID;S;A;0..1;CAR-2;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode;/@listID;1;
YES;;;SCT_LINE;BT-158-2;BT-158-2;6;0..1;Scheme version identifer;The version of the identification scheme.;;;;String;0..1;0..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct
/ram:DesignatedProductClassification
/ram:ClassCode

/@listVersionID";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode/@listVersionID;S;A;0..1;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode;/@listVersionID;1;
NO;;;SCT_LINE;BT-159-00;;4;0..1;(Item country of origin);;;;;;0..1;0..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct

/ram:OriginTradeCountry";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:OriginTradeCountry;;;0..1;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct;/ram:OriginTradeCountry;1;
YES;Card 1..1 to be corrected;Card 1..1 In 07;SCT_LINE;BT-159;BT-159;5;0..1;Item country of origin;The code identifying the country from which the item originates.;"The lists of valid countries are registered with the ISO 3166-1 Maintenance agency, ""Codes for the representation of names of countries and their subdivisions"".";;;Code;1..1;1..1;"/rsm:CrossIndustryInvoice
/rsm:SupplyChainTradeTransaction
/ram:IncludedSupplyChainTradeLineItem
/ram:SpecifiedTradeProduct
/ram:OriginTradeCountry

/ram:ID";/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:OriginTradeCountry/ram:ID;C;E;0..1;;;;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;EN 16931;EN 16931;;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:OriginTradeCountry;/ram:ID;1;
